Entity,CRF_Model_Found,Exact_CRF,Exact_Whitelist,CRF_Recall
SALICYLIC ACID,,,1.0,
SILDENAFIL,,,1.0,
STATIN,,,6.0,
TIANEPTINE,,,3.0,
TIMOTHY LEARY,,,1.0,
TRIAZOLAM,,,5.0,
TRIP SITTER,,,4.0,
TRUTH SERUM,,,1.0,
VALPROATE,,,1.0,
VANCOMYCIN,,,1.0,
VITAMIN C,,,6.0,
